medallion, hack_license, vendor_id, pickup_datetime, payment_type, fare_amount, surcharge, mta_tax, tip_amount, tolls_amount, total_amount
2010009341,2010009331,VTS,2010-08-01 00:00:00,CSH,8.1,0.5,0.5,0,0,9.1
2010003556,2010003553,VTS,2010-08-01 00:00:00,CRD,4.9,0.5,0.5,1,0,6.9
2010002818,2010002817,VTS,2010-08-01 00:00:00,CSH,14.9,0.5,0.5,0,0,15.9
2010004292,2010004289,VTS,2010-08-01 00:00:00,CSH,12.9,0.5,0.5,0,0,13.9
2010008122,2010008113,VTS,2010-08-01 00:00:00,CRD,7.7,0.5,0.5,2,0,10.7
2010009103,2010017772,VTS,2010-08-01 00:00:00,CSH,12.9,0.5,0.5,0,0,13.9
2010007683,2010007675,VTS,2010-08-01 00:00:00,CSH,7.7,0.5,0.5,0,0,8.7
2010006240,2010006236,VTS,2010-08-01 00:00:00,CRD,6.1,0.5,0.5,0.5,0,7.6
2010010394,2010030447,VTS,2010-08-01 00:00:00,CSH,6.9,0.5,0.5,0,0,7.9
2010007999,2010007991,VTS,2010-08-01 00:00:00,CSH,20.1,0.5,0.5,0,0,21.1
2010004091,2010004088,VTS,2010-08-01 00:00:00,CRD,11.7,0.5,0.5,2,0,14.7
2010003207,2010028707,VTS,2010-08-01 00:00:00,CSH,31.3,0.5,0.5,0,0,32.3
2010010726,2010030977,VTS,2010-08-01 00:00:00,CSH,5.7,0.5,0.5,0,0,6.7
2010004249,2010012130,VTS,2010-08-01 00:00:00,CSH,5.3,0.5,0.5,0,0,6.3
2010001879,2010001879,VTS,2010-08-01 00:00:00,CRD,10.5,0.5,0.5,1,0,12.5
2010001689,2010004562,VTS,2010-08-01 00:00:00,CRD,7.7,0.5,0.5,1,0,9.7
2010008979,2010005991,VTS,2010-08-01 00:00:00,CSH,6.1,0.5,0.5,0,0,7.1
2010007889,2010031433,VTS,2010-08-01 00:00:00,CSH,4.9,0.5,0.5,0,0,5.9
2010007317,2010009800,VTS,2010-08-01 00:00:00,CSH,11.3,0.5,0.5,0,0,12.3
2010009649,2010010630,VTS,2010-08-01 00:00:00,CSH,10.1,0.5,0.5,0,0,11.1
2010002354,2010002353,VTS,2010-08-01 00:00:00,CSH,18.1,0.5,0.5,0,0,19.1
2010005976,2010001479,VTS,2010-08-01 00:00:00,CSH,16.5,0.5,0.5,0,0,17.5
2010002571,2010035664,VTS,2010-08-01 00:00:00,CSH,4.5,0.5,0.5,0,0,5.5
2010001319,2010001319,VTS,2010-08-01 00:00:00,CRD,4.1,0.5,0.5,2,0,7.1
2010008568,2010000593,VTS,2010-08-01 00:00:00,CSH,4.9,0.5,0.5,0,0,5.9
2010007097,2010007092,VTS,2010-08-01 00:00:00,CRD,12.5,0.5,0.5,2,0,15.5
2010001257,2010001257,VTS,2010-08-01 00:00:00,CSH,13.7,0.5,0.5,0,0,14.7
2010008253,2010008244,VTS,2010-08-01 00:00:00,CRD,12.5,0.5,0.5,2,0,15.5
2010007692,2010007684,VTS,2010-08-01 00:00:00,CSH,19.3,0.5,0.5,0,0,20.3
2010007693,2010007685,VTS,2010-08-01 00:00:00,CSH,11.7,0.5,0.5,0,0,12.7
2010009131,2010009120,VTS,2010-08-01 00:00:00,CSH,6.5,0.5,0.5,0,0,7.5
2010000870,2010013790,VTS,2010-08-01 00:00:00,CSH,8.9,0.5,0.5,0,0,9.9
2010003961,2010003958,VTS,2010-08-01 00:00:00,CRD,7.3,0.5,0.5,1.5,0,9.8
2010006461,2010030677,VTS,2010-08-01 00:00:00,CSH,10.9,0.5,0.5,0,0,11.9
2010002699,2010002698,VTS,2010-08-01 00:00:00,CSH,4.5,0.5,0.5,0,0,5.5
2010007316,2010007309,VTS,2010-08-01 00:00:00,CRD,4.9,0.5,0.5,1,0,6.9
2010000002,2010000002,VTS,2010-08-01 00:00:00,CSH,6.1,0.5,0.5,0,0,7.1
2010006931,2010016857,VTS,2010-08-01 00:00:00,CSH,8.1,0.5,0.5,0,0,9.1
2010006286,2010006282,VTS,2010-08-01 00:00:00,CSH,9.3,0.5,0.5,0,0,10.3
2010003850,2010004223,VTS,2010-08-01 00:00:00,CSH,12.1,0.5,0.5,0,0,13.1
2010006024,2010021910,VTS,2010-08-01 00:00:00,CSH,9.3,0.5,0.5,0,0,10.3
2010006405,2010006401,VTS,2010-08-01 00:00:00,CSH,4.5,0.5,0.5,0,0,5.5
2010000848,2010000848,VTS,2010-08-01 00:00:00,CSH,4.1,0.5,0.5,0,0,5.1
2010011706,2010003204,VTS,2010-08-01 00:00:00,CSH,5.3,0.5,0.5,0,0,6.3
2010009027,2010007316,VTS,2010-08-01 00:00:00,CRD,8.1,0.5,0.5,3,0,12.1
2010004803,2010013920,VTS,2010-08-01 00:00:00,CSH,2.5,0.5,0,0,0,3
2010013182,2010027658,VTS,2010-08-01 00:00:00,CSH,6.1,0.5,0.5,0,0,7.1
2010006817,2010000849,VTS,2010-08-01 00:00:00,CRD,9.3,0.5,0.5,1,0,11.3
2010009451,2010020332,VTS,2010-08-01 00:00:00,CSH,11.7,0.5,0.5,0,0,12.7
2010000670,2010000670,VTS,2010-08-01 00:00:00,CSH,10.1,0.5,0.5,0,0,11.1
2010005614,2010005611,VTS,2010-08-01 00:00:00,CSH,13.7,0.5,0.5,0,0,14.7
2010001581,2010001581,VTS,2010-08-01 00:00:00,CSH,8.5,0.5,0.5,0,0,9.5
2010010856,2010010541,VTS,2010-08-01 00:00:00,CSH,6.5,0.5,0.5,0,0,7.5
2010009147,2010016815,VTS,2010-08-01 00:00:00,CSH,8.9,0.5,0.5,0,0,9.9
2010004555,2010004200,VTS,2010-08-01 00:00:00,CSH,6.1,0.5,0.5,0,0,7.1
2010005645,2010024385,VTS,2010-08-01 00:00:00,CSH,5.7,0.5,0.5,0,0,6.7
2010008135,2010008126,VTS,2010-08-01 00:00:00,CRD,16.1,0.5,0.5,4.98,0,22.08
2010006737,2010031139,VTS,2010-08-01 00:00:00,CRD,3.7,0.5,0.5,2,0,6.7
2010000850,2010000850,VTS,2010-08-01 00:00:00,CSH,7.7,0.5,0.5,0,0,8.7
2010004109,2010036781,VTS,2010-08-01 00:00:00,CSH,9.3,0.5,0.5,0,0,10.3
2010003680,2010035595,VTS,2010-08-01 00:00:00,CRD,8.1,0.5,0.5,1,0,10.1
2010008634,2010008626,VTS,2010-08-01 00:00:00,CRD,6.5,0.5,0.5,1,0,8.5
2010007870,2010007862,VTS,2010-08-01 00:00:00,CRD,15.3,0.5,0.5,3.16,0,19.46
2010008151,2010009740,VTS,2010-08-01 00:00:00,CSH,24.5,0.5,0.5,0,0,25.5
2010005795,2010012821,VTS,2010-08-01 00:00:00,CSH,4.5,0.5,0.5,0,0,5.5
2010006060,2010029108,VTS,2010-08-01 00:00:00,CRD,14.5,0.5,0.5,4.5,0,20
2010007113,2010007108,VTS,2010-08-01 00:00:00,CRD,8.9,0.5,0.5,2,0,11.9
2010004415,2010004412,VTS,2010-08-01 00:00:00,CSH,12.5,0.5,0.5,0,0,13.5
2010008636,2010008628,VTS,2010-08-01 00:00:00,CRD,3.7,0.5,0.5,0.75,0,5.45
2010002950,2010035060,VTS,2010-08-01 00:00:00,CSH,8.5,0.5,0.5,0,0,9.5
2010001077,2010011267,VTS,2010-08-01 00:00:00,CSH,8.9,0.5,0.5,0,0,9.9
2010008393,2010005202,VTS,2010-08-01 00:00:00,CSH,6.5,0.5,0.5,0,0,7.5
2010003598,2010003595,VTS,2010-08-01 00:00:00,CRD,4.9,0.5,0.5,3,0,8.9
2010006032,2010004969,VTS,2010-08-01 00:00:00,CRD,16.9,0.5,0.5,0,0,17.9
2010004946,2010032879,VTS,2010-08-01 00:00:00,CSH,15.7,0.5,0.5,0,0,16.7
2010002305,2010032835,VTS,2010-08-01 00:00:00,CRD,6.1,0.5,0.5,2,0,9.1
2010004809,2010004806,VTS,2010-08-01 00:00:00,CSH,15.3,0.5,0.5,0,0,16.3
2010002393,2010011116,VTS,2010-08-01 00:00:00,CRD,8.1,0.5,0.5,3,0,12.1
2010004399,2010002845,VTS,2010-08-01 00:00:00,CRD,8.1,0.5,0.5,1,0,10.1
2010003172,2010029345,VTS,2010-08-01 00:00:00,CRD,6.5,0.5,0.5,1,0,8.5
2010004421,2010003213,VTS,2010-08-01 00:00:00,CSH,19.7,0.5,0.5,0,0,20.7
2010013261,2010029207,VTS,2010-08-01 00:00:00,CSH,4.9,0.5,0.5,0,0,5.9
2010009569,2010009559,CMT,2010-08-01 00:00:00,CSH,11.3,0.5,0.5,0,0,12.3
2010009089,2010031246,VTS,2010-08-01 00:00:00,CSH,6.9,0.5,0.5,0,0,7.9
2010011109,2010026645,VTS,2010-08-01 00:00:00,CRD,17.3,0.5,0.5,0,0,18.3
2010004814,2010004811,VTS,2010-08-01 00:00:00,CRD,20.9,0.5,0.5,2,0,23.9
2010008964,2010008954,VTS,2010-08-01 00:00:00,CSH,15.7,0.5,0.5,0,0,16.7
2010003561,2010022484,VTS,2010-08-01 00:00:00,CRD,22.1,0.5,0.5,4,0,27.1
2010004435,2010004432,VTS,2010-08-01 00:00:00,CSH,2.9,0.5,0.5,0,0,3.9
2010006262,2010006258,VTS,2010-08-01 00:00:00,CRD,8.1,0.5,0.5,2,0,11.1
2010003489,2010033480,VTS,2010-08-01 00:00:00,CRD,6.9,0.5,0.5,1,0,8.9
2010001342,2010001342,VTS,2010-08-01 00:00:00,CRD,8.5,0.5,0.5,2.5,0,12
2010010404,2010010414,VTS,2010-08-01 00:00:00,CSH,6.5,0.5,0.5,0,0,7.5
2010009322,2010001064,VTS,2010-08-01 00:00:00,CSH,7.7,0.5,0.5,0,0,8.7
2010001343,2010001343,VTS,2010-08-01 00:00:00,CSH,9.3,0.5,0.5,0,0,10.3
2010009676,2010006029,VTS,2010-08-01 00:00:00,CRD,7.7,0.5,0.5,1,0,9.7
2010002216,2010002215,VTS,2010-08-01 00:00:00,CRD,24.9,0.5,0.5,5.08,0,30.98
2010005752,2010031014,VTS,2010-08-01 00:00:00,CRD,4.5,0.5,0.5,3,0,8.5
2010004684,2010014390,VTS,2010-08-01 00:00:00,CSH,3.7,0.5,0.5,0,0,4.7
2010010326,2010010325,VTS,2010-08-01 00:00:00,CRD,7.7,0.5,0.5,1.5,0,10.2
2010002858,2010002857,VTS,2010-08-01 00:00:00,CSH,7.7,0.5,0.5,0,0,8.7
2010005006,2010022443,VTS,2010-08-01 00:00:00,CRD,7.7,0.5,0.5,2,0,10.7
2010010461,2010032676,VTS,2010-08-01 00:00:00,CRD,8.9,0.5,0.5,1.5,0,11.4
2010002522,2010002521,VTS,2010-08-01 00:00:00,CRD,9.7,0.5,0.5,2,0,12.7
2010006427,2010032016,VTS,2010-08-01 00:00:00,CRD,12.9,0.5,0.5,2,0,15.9
2010010365,2010010367,CMT,2010-08-01 00:00:00,CSH,6.9,0.5,0.5,0,0,7.9
2010004714,2010004711,VTS,2010-08-01 00:00:00,CSH,6.9,0.5,0.5,0,0,7.9
2010005756,2010012528,VTS,2010-08-01 00:00:00,CRD,5.7,0.5,0.5,0.8,0,7.5
2010002474,2010002473,VTS,2010-08-01 00:00:00,CRD,14.1,0.5,0.5,2.92,0,18.02
2010002478,2010036854,VTS,2010-08-01 00:00:00,CSH,6.9,0.5,0.5,0,0,7.9
2010004443,2010004440,VTS,2010-08-01 00:00:00,CSH,6.9,0.5,0.5,0,0,7.9
2010008477,2010005796,VTS,2010-08-01 00:00:00,CSH,4.9,0.5,0.5,0,0,5.9
2010009484,2010009474,VTS,2010-08-01 00:00:00,CSH,18.1,0.5,0.5,0,0,19.1
2010009858,2010030187,VTS,2010-08-01 00:00:00,CRD,10.5,0.5,0.5,2,0,13.5
2010000528,2010000528,VTS,2010-08-01 00:00:00,CRD,13.3,0.5,0.5,1,0,15.3
2010008382,2010003616,VTS,2010-08-01 00:00:00,CRD,4.9,0.5,0.5,2,0,7.9
2010001593,2010001593,VTS,2010-08-01 00:00:00,CRD,8.9,0.5,0.5,1.5,0,11.4
2010005774,2010005771,VTS,2010-08-01 00:00:00,CRD,8.5,0.5,0.5,1,0,10.5
2010002747,2010002746,VTS,2010-08-01 00:00:00,CSH,2.9,0.5,0.5,0,0,3.9
2010013254,2010006602,VTS,2010-08-01 00:00:00,CSH,12.1,0.5,0.5,0,0,13.1
2010003227,2010003226,VTS,2010-08-01 00:00:00,CSH,16.9,0.5,0.5,0,0,17.9
2010011247,2010027113,VTS,2010-08-01 00:00:00,CSH,6.9,0.5,0.5,0,0,7.9
2010001553,2010001553,VTS,2010-08-01 00:00:00,CSH,13.3,0.5,0.5,0,0,14.3
2010005156,2010005153,VTS,2010-08-01 00:00:00,CRD,10.9,0.5,0.5,2,0,13.9
2010004996,2010017017,VTS,2010-08-01 00:00:00,CSH,20.9,0.5,0.5,0,0,21.9
2010007149,2010007144,VTS,2010-08-01 00:00:00,CSH,4.9,0.5,0.5,0,0,5.9
2010001097,2010001097,VTS,2010-08-01 00:00:00,CRD,8.1,0.5,0.5,2,0,11.1
2010008032,2010008024,VTS,2010-08-01 00:00:00,CSH,5.3,0.5,0.5,0,0,6.3
2010012916,2010008218,VTS,2010-08-01 00:00:00,CSH,6.1,0.5,0.5,0,0,7.1
2010002006,2010005091,VTS,2010-08-01 00:00:00,CRD,4.9,0.5,0.5,1,0,6.9
2010006763,2010031570,VTS,2010-08-01 00:00:00,CSH,7.7,0.5,0.5,0,0,8.7
2010006048,2010006044,VTS,2010-08-01 00:00:00,CSH,4.1,0.5,0.5,0,0,5.1
2010005255,2010006324,VTS,2010-08-01 00:00:00,CSH,23.3,0.5,0.5,0,0,24.3
2010007593,2010002222,VTS,2010-08-01 00:00:00,CSH,6.9,0.5,0.5,0,0,7.9
2010005895,2010013381,VTS,2010-08-01 00:00:00,CSH,12.1,0.5,0.5,0,0,13.1
2010006717,2010006713,VTS,2010-08-01 00:00:00,CRD,14.1,0.5,0.5,2.92,0,18.02
2010007175,2010000769,VTS,2010-08-01 00:00:00,CRD,8.5,0.5,0.5,2,0,11.5
2010007157,2010007152,VTS,2010-08-01 00:00:00,CRD,8.9,0.5,0.5,3,0,12.9
2010001351,2010001351,VTS,2010-08-01 00:00:00,CSH,5.3,0.5,0.5,0,0,6.3
2010004142,2010004139,VTS,2010-08-01 00:00:00,CRD,5.3,0.5,0.5,1,0,7.3
2010010963,2010022345,VTS,2010-08-01 00:00:00,CSH,7.3,0.5,0.5,0,0,8.3
2010003234,2010003233,VTS,2010-08-01 00:00:00,CSH,15.3,0.5,0.5,0,0,16.3
2010004155,2010015594,VTS,2010-08-01 00:00:00,CSH,6.5,0.5,0.5,0,0,7.5
2010007161,2010007156,VTS,2010-08-01 00:00:00,CRD,7.7,0.5,0.5,1.5,0,10.2
2010002869,2010035021,VTS,2010-08-01 00:00:00,CSH,8.5,0.5,0.5,0,0,9.5
2010009410,2010009400,CMT,2010-08-01 00:00:00,CSH,14.1,0.5,0.5,0,0,15.1
2010005831,2010022641,VTS,2010-08-01 00:00:00,CSH,4.5,0.5,0.5,0,0,5.5
2010008810,2010032741,VTS,2010-08-01 00:00:00,CSH,6.5,0.5,0.5,0,0,7.5
2010006870,2010006813,VTS,2010-08-01 00:00:00,CRD,14.1,0.5,0.5,2.92,0,18.02
2010006267,2010017762,VTS,2010-08-01 00:00:00,CSH,14.9,0.5,0.5,0,0,15.9
2010004023,2010003631,VTS,2010-08-01 00:00:00,CSH,17.3,0.5,0.5,0,0,18.3
2010006063,2010006059,VTS,2010-08-01 00:00:00,CSH,12.5,0.5,0.5,0,0,13.5
2010009655,2010009645,VTS,2010-08-01 00:00:00,CSH,6.1,0.5,0.5,0,0,7.1
2010010948,2010029491,VTS,2010-08-01 00:00:00,CRD,10.5,0.5,0.5,0.5,0,12
2010001492,2010001492,VTS,2010-08-01 00:00:00,CSH,22.1,0.5,0.5,0,0,23.1
2010001932,2010004846,VTS,2010-08-01 00:00:00,CRD,4.9,0.5,0.5,2,0,7.9
2010005490,2010005487,VTS,2010-08-01 00:00:00,CRD,14.1,0.5,0.5,1.9,0,17
2010011919,2010019014,VTS,2010-08-01 00:00:00,CSH,8.1,0.5,0.5,0,0,9.1
2010006823,2010006819,VTS,2010-08-01 00:00:00,CRD,10.5,0.5,0.5,5.5,0,17
2010000745,2010034595,VTS,2010-08-01 00:00:00,CRD,9.3,0.5,0.5,1.5,0,11.8
2010010751,2010017681,VTS,2010-08-01 00:00:00,CSH,8.5,0.5,0.5,0,0,9.5
2010009972,2010009962,VTS,2010-08-01 00:00:00,CSH,7.7,0.5,0.5,0,0,8.7
2010008268,2010008769,VTS,2010-08-01 00:00:00,CRD,7.7,0.5,0.5,1,0,9.7
2010004027,2010004024,VTS,2010-08-01 00:00:00,CSH,4.9,0.5,0.5,0,0,5.9
2010009093,2010006457,VTS,2010-08-01 00:00:00,CSH,12.9,0.5,0.5,0,0,13.9
2010011659,2010033986,VTS,2010-08-01 00:00:00,CSH,6.9,0.5,0.5,0,0,7.9
2010008564,2010007025,VTS,2010-08-01 00:00:00,CSH,16.5,0.5,0.5,0,0,17.5
2010004183,2010004180,VTS,2010-08-01 00:00:00,CSH,9.3,0.5,0.5,0,0,10.3
2010012760,2010004211,VTS,2010-08-01 00:00:00,CSH,16.5,0.5,0.5,0,0,17.5
2010003565,2010003243,VTS,2010-08-01 00:00:00,CRD,15.3,0.5,0.5,3.95,0,20.25
2010005182,2010006068,VTS,2010-08-01 00:00:00,CRD,9.3,0.5,0.5,1,0,11.3
2010005740,2010035937,VTS,2010-08-01 00:00:00,CRD,9.7,0.5,0.5,2,0,12.7
2010008170,2010008161,VTS,2010-08-01 00:00:00,CRD,15.3,0.5,0.5,3.16,0,19.46
2010010233,2010001475,VTS,2010-08-01 00:00:00,CRD,6.1,0.5,0.5,1,0,8.1
2010009973,2010009963,VTS,2010-08-01 00:00:00,CSH,6.5,0.5,0.5,0,0,7.5
2010007173,2010007168,VTS,2010-08-01 00:00:00,CRD,8.9,0.5,0.5,3,0,12.9
2010008841,2010002443,VTS,2010-08-01 00:00:00,CSH,6.9,0.5,0.5,0,0,7.9
2010004285,2010004282,VTS,2010-08-01 00:00:00,CRD,7.3,0.5,0.5,2,0,10.3
2010002188,2010002887,VTS,2010-08-01 00:00:00,CSH,5.7,0.5,0.5,0,0,6.7
2010001143,2010001143,VTS,2010-08-01 00:00:00,CRD,8.1,0.5,0.5,2,0,11.1
2010004479,2010004476,VTS,2010-08-01 00:00:00,CSH,9.7,0.5,0.5,0,0,10.7
2010004732,2010003248,VTS,2010-08-01 00:00:00,CRD,4.9,0.5,0.5,1.25,0,7.15
2010004532,2010004529,VTS,2010-08-01 00:00:00,CSH,7.7,0.5,0.5,0,0,8.7
2010003989,2010032753,VTS,2010-08-01 00:00:00,CSH,6.1,0.5,0.5,0,0,7.1
2010003678,2010008167,VTS,2010-08-01 00:00:00,CRD,5.3,0.5,0.5,2,0,8.3
2010002881,2010034695,VTS,2010-08-01 00:00:00,CRD,5.3,0.5,0.5,2.5,0,8.8
2010004300,2010004297,VTS,2010-08-01 00:00:00,CSH,11.7,0.5,0.5,0,0,12.7
2010004291,2010015627,VTS,2010-08-01 00:00:00,CSH,19.3,0.5,0.5,0,0,20.3
2010002955,2010011534,VTS,2010-08-01 00:00:00,CSH,26.9,0.5,0.5,0,0,27.9
2010007147,2010033863,VTS,2010-08-01 00:00:00,CSH,11.3,0.5,0.5,0,0,12.3
2010002651,2010002235,VTS,2010-08-01 00:00:00,CSH,6.5,0.5,0.5,0,0,7.5
2010008906,2010008896,VTS,2010-08-01 00:00:00,CSH,8.5,0.5,0.5,0,0,9.5
2010006155,2010006151,VTS,2010-08-01 00:00:00,CRD,10.1,0.5,0.5,1.9,0,13
2010001943,2010001943,VTS,2010-08-01 00:00:00,CRD,4.9,0.5,0.5,2,0,7.9
2010004051,2010004048,VTS,2010-08-01 00:00:00,CSH,13.7,0.5,0.5,0,0,14.7
2010002221,2010033628,VTS,2010-08-01 00:00:00,CRD,14.1,0.5,0.5,3.65,0,18.75
2010011417,2010017387,VTS,2010-08-01 00:00:00,CSH,6.5,0.5,0.5,0,0,7.5
2010003636,2010009618,VTS,2010-08-01 00:00:00,CRD,11.3,0.5,0.5,1,0,13.3
2010003257,2010003256,VTS,2010-08-01 00:00:00,CSH,12.1,0.5,0.5,0,0,13.1
2010008181,2010008172,VTS,2010-08-01 00:00:00,CSH,22.5,0.5,0.5,0,0,23.5
2010010676,2010011192,VTS,2010-08-01 00:00:00,CSH,11.3,0.5,0.5,0,0,12.3
2010003641,2010000345,VTS,2010-08-01 00:00:00,CRD,8.9,0.5,0.5,0,0,9.9
2010008984,2010017642,VTS,2010-08-01 00:00:00,CSH,14.5,0.5,0.5,0,0,15.5
2010002206,2010004982,VTS,2010-08-01 00:00:00,CSH,35.7,0.5,0.5,0,0,36.7
2010007226,2010004169,VTS,2010-08-01 00:00:00,CSH,6.1,0.5,0.5,0,0,7.1
2010000287,2010003016,VTS,2010-08-01 00:00:00,CRD,4.9,0.5,0.5,1,0,6.9
2010000671,2010018717,VTS,2010-08-01 00:00:00,CSH,10.1,0.5,0.5,0,0,11.1
2010008554,2010004643,VTS,2010-08-01 00:00:00,CSH,4.9,0.5,0.5,0,0,5.9
2010007382,2010001233,VTS,2010-08-01 00:00:00,CSH,8.5,0.5,0.5,0,0,9.5
2010006796,2010007745,VTS,2010-08-01 00:00:00,CRD,22.9,0.5,0.5,5.85,0,29.75
2010002358,2010030839,CMT,2010-08-01 00:00:00,CSH,6.5,0.5,0.5,0,0,7.5
2010006770,2010013243,VTS,2010-08-01 00:00:00,CSH,12.5,0.5,0.5,0,0,13.5
2010012226,2010021526,VTS,2010-08-01 00:00:00,CSH,7.7,0.5,0.5,0,0,8.7
2010008491,2010036472,VTS,2010-08-01 00:00:00,CSH,11.7,0.5,0.5,0,0,12.7
2010004873,2010004870,VTS,2010-08-01 00:00:00,CSH,5.7,0.5,0.5,0,0,6.7
2010012603,2010022717,VTS,2010-08-01 00:00:00,CRD,5.3,0.5,0.5,1.1,0,7.4
2010009492,2010009482,VTS,2010-08-01 00:00:00,CSH,5.3,0.5,0.5,0,0,6.3
2010004508,2010030220,VTS,2010-08-01 00:00:00,CRD,9.7,0.5,0.5,3,0,13.7
2010004403,2010036012,VTS,2010-08-01 00:00:00,CSH,9.7,0.5,0.5,0,0,10.7
2010001367,2010001367,VTS,2010-08-01 00:00:00,CRD,11.7,0.5,0.5,2,0,14.7
2010008967,2010018480,VTS,2010-08-01 00:00:00,CSH,12.1,0.5,0.5,0,0,13.1
2010007738,2010034389,VTS,2010-08-01 00:00:00,CSH,5.3,0.5,0.5,0,0,6.3
2010005841,2010029646,VTS,2010-08-01 00:00:00,CSH,12.9,0.5,0.5,0,0,13.9
2010009863,2010009852,VTS,2010-08-01 00:00:00,CRD,7.3,0.5,0.5,1,0,9.3
2010008282,2010032014,VTS,2010-08-01 00:00:00,CSH,6.1,0.5,0.5,0,0,7.1
2010005501,2010005498,VTS,2010-08-01 00:00:00,CSH,11.7,0.5,0.5,0,0,12.7
2010001144,2010001144,VTS,2010-08-01 00:00:00,CRD,8.1,0.5,0.5,1.5,0,10.6
2010011930,2010019671,VTS,2010-08-01 00:00:00,CRD,16.5,0.5,0.5,4.25,0,21.75
2010010143,2010021874,VTS,2010-08-01 00:00:00,CSH,10.9,0.5,0.5,0,0,11.9
2010005240,2010007585,VTS,2010-08-01 00:00:00,CRD,9.3,0.5,0.5,2,0,12.3
2010008763,2010008753,VTS,2010-08-01 00:00:00,CSH,6.9,0.5,0.5,0,0,7.9
2010003674,2010003671,VTS,2010-08-01 00:00:00,CSH,20.9,0.5,0.5,0,0,21.9
2010004065,2010001629,VTS,2010-08-01 00:00:00,CSH,10.5,0.5,0.5,0,0,11.5
2010009487,2010017399,VTS,2010-08-01 00:00:00,CRD,4.5,0.5,0.5,1,0,6.5
2010007705,2010026848,VTS,2010-08-01 00:00:00,CSH,4.5,0.5,0.5,0,0,5.5
2010002578,2010002577,VTS,2010-08-01 00:00:00,CSH,18.9,0.5,0.5,0,0,19.9
2010004049,2010004892,VTS,2010-08-01 00:00:00,CSH,10.9,0.5,0.5,0,0,11.9
2010004864,2010007393,VTS,2010-08-01 00:00:00,CRD,9.3,0.5,0.5,1.8,0,12.1
2010004738,2010005312,VTS,2010-08-01 00:00:00,CSH,12.9,0.5,0.5,0,0,13.9
2010011503,2010030498,VTS,2010-08-01 00:00:00,CSH,12.1,0.5,0.5,0,0,13.1
2010003067,2010003066,VTS,2010-08-01 00:00:00,CSH,4.9,0.5,0.5,0,0,5.9
2010004518,2010004515,VTS,2010-08-01 00:00:00,CRD,6.9,0.5,0.5,2,0,9.9
2010007520,2010013756,VTS,2010-08-01 00:00:00,CRD,11.7,0.5,0.5,0,0,12.7
2010008847,2010008837,VTS,2010-08-01 00:00:00,CSH,4.9,0.5,0.5,0,0,5.9
2010009310,2010005786,VTS,2010-08-01 00:00:00,CSH,8.5,0.5,0.5,0,0,9.5
2010009840,2010009829,VTS,2010-08-01 00:00:00,CRD,6.9,0.5,0.5,1,0,8.9
2010002672,2010002671,VTS,2010-08-01 00:00:00,CSH,9.3,0.5,0.5,0,0,10.3
2010002615,2010034756,CMT,2010-08-01 00:00:01,CSH,6.5,0.5,0.5,0,0,7.5
